curso_ofertado_id,nombre_seccion,codigo_curso,semestre,creditos,tipo_curso,profesor_id,profesor_popularidad,alumnos_previos,variacion_matricula,num_prerrequisitos,tasa_aprobacion,franja_horaria,alumnos_elegibles,cupo_maximo,alumnos_matriculados
2334,EE590-2020-2-N,EE590,2020-2,4,O,11,0.72,23,0.0,2,0.75,2,99,10,23
2346,EE592-2020-2-M,EE592,2020-2,4,O,49,0.7,23,0.0,1,0.75,2,99,30,23
2366,EE593-2020-2-M,EE593,2020-2,4,E,49,0.7,11,0.0,0,0.75,3,511,30,11
2367,EE596-2020-2-M,EE596,2020-2,3,E,88,0.72,8,0.0,0,0.75,3,511,30,8
2368,EE598-2020-2-M,EE598,2020-2,3,E,36,0.7,11,0.0,0,0.75,3,511,30,11
2322,EE604-2020-2-M,EE604,2020-2,3,O,10,0.69,34,0.0,1,0.75,2,107,30,34
2370,EE658-2020-2-N,EE658,2020-2,3,E,2,0.74,12,0.0,0,0.75,2,511,30,12
2362,EE712-2020-2-N,EE712,2020-2,3,O,57,0.66,10,0.0,1,0.75,3,26,30,10
2372,IP101-2020-2-N,IP101,2020-2,1,E,33,0.68,12,0.0,0,0.75,2,511,30,12
2308,TLN01-2020-2-N,TLN01,2020-2,5,O,7,0.69,27,0.0,1,0.75,2,153,30,27
2326,TLN02-2020-2-M,TLN02,2020-2,4,O,21,0.68,34,0.0,1,0.75,2,107,30,34
2373,TLN04-2020-2-M,TLN04,2020-2,3,E,,0.75,12,0.0,0,0.75,1,511,30,12
2374,TLN05-2020-2-M,TLN05,2020-2,3,E,77,0.69,9,0.0,0,0.75,3,511,30,9
2375,TLN06-2020-2-M,TLN06,2020-2,3,E,60,0.73,9,0.0,0,0.75,3,511,30,9
2376,TLN07-2020-2-M,TLN07,2020-2,3,E,14,0.71,7,0.0,0,0.75,2,511,30,7
2309,TLR01-2020-2-M,TLR01,2020-2,4,O,24,0.73,27,0.0,1,0.75,1,153,30,27
2327,TLR02-2020-2-M,TLR02,2020-2,4,O,35,0.72,34,0.0,1,0.75,2,107,30,34
2335,TLR03-2020-2-M,TLR03,2020-2,3,O,48,0.7,23,0.0,1,0.75,2,99,30,23
2353,TLR04-2020-2-M,TLR04,2020-2,3,O,62,0.7,26,0.0,1,0.75,2,59,30,26
2355,TLR05-2020-2-M,TLR05,2020-2,3,O,89,0.67,26,0.0,1,0.75,2,59,30,26
2377,TLR06-2020-2-M,TLR06,2020-2,4,E,42,0.69,7,0.0,0,0.75,3,511,30,7
2041,BEF01-2021-1-N,BEF01,2021-1,2,O,,0.75,25,0.6,0,0.8,1,297,30,40
2018,BEG01-2021-1-P,BEG01,2021-1,3,O,63,0.69,35,-0.486,0,0.91,2,387,30,18
2120,BEG06-2021-1-M,BEG06,2021-1,3,O,81,0.71,23,0.348,1,0.83,3,99,30,31
1946,BFI01-2021-1-M,BFI01,2021-1,5,O,40,0.72,32,0.25,0,0.78,2,511,30,40
2019,BFI03-2021-1-M,BFI03,2021-1,5,O,17,0.71,35,-0.429,2,0.86,1,387,30,20
1981,BFI05-2021-1-M,BFI05,2021-1,4,O,45,0.69,28,-0.036,1,0.93,1,454,30,27
1956,BIC01-2021-1-O,BIC01,2021-1,2,O,76,0.7,32,0.312,0,0.81,1,511,30,42
1965,BMA01-2021-1-S,BMA01,2021-1,5,O,19,0.69,32,0.219,0,0.91,1,511,30,39
1986,BMA02-2021-1-N,BMA02,2021-1,5,O,80,0.64,28,0.25,1,0.79,1,454,30,35
1968,BMA03-2021-1-O,BMA03,2021-1,4,O,,0.75,32,0.312,0,0.81,1,511,30,42
2026,BMA05-2021-1-P,BMA05,2021-1,5,O,90,0.69,35,-0.543,1,0.97,1,387,30,16
2047,BMA07-2021-1-P,BMA07,2021-1,4,O,75,0.69,25,0.64,1,0.76,2,297,30,41
1995,BMA09-2021-1-R,BMA09,2021-1,3,O,39,0.69,28,0.107,1,0.89,1,454,30,31
2031,BMA10-2021-1-Q,BMA10,2021-1,3,O,29,0.71,35,-0.514,2,0.94,1,387,30,17
2035,BMA15-2021-1-R,BMA15,2021-1,3,O,46,0.69,35,-0.371,1,0.77,3,387,30,22
2051,BMA18-2021-1-O,BMA18,2021-1,3,O,55,0.7,25,0.52,2,0.84,2,297,30,38
2065,BMA20-2021-1-M,BMA20,2021-1,3,E,12,0.67,12,0.333,1,0.67,1,511,30,16
2070,BMA22-2021-1-N,BMA22,2021-1,4,O,47,0.71,27,-0.593,2,0.89,1,153,30,11
2147,BMT01-2021-1-M,BMT01,2021-1,2,E,33,0.68,6,2.833,0,0.83,2,511,30,23
2003,BQU01-2021-1-P,BQU01,2021-1,5,O,53,0.71,28,0.286,0,0.86,1,454,30,36
2006,BRC01-2021-1-N,BRC01,2021-1,2,O,44,0.68,28,0.214,0,0.93,2,454,30,34
1974,BRN01-2021-1-M,BRN01,2021-1,3,O,5,0.68,32,0.188,0,0.94,1,511,30,38
2072,CBG01-2021-1-M,CBG01,2021-1,4,E,21,0.68,10,0.9,0,1.0,3,511,30,19
2011,CBN01-2021-1-O,CBN01,2021-1,4,O,,0.75,25,0.64,1,0.76,3,297,30,41
2094,CBN03-2021-1-M,CBN03,2021-1,4,E,83,0.69,8,1.25,0,0.62,3,511,30,18
2112,CBN06-2021-1-M,CBN06,2021-1,4,E,56,0.67,9,1.333,0,0.89,2,511,30,21
1978,CBS01-2021-1-O,CBS01,2021-1,3,O,31,0.69,32,0.25,0,0.88,2,511,30,40
2013,CBS02-2021-1-M,CBS02,2021-1,3,O,70,0.69,28,0.036,2,0.79,1,454,30,29
2053,CBS03-2021-1-M,CBS03,2021-1,4,E,83,0.69,6,2.5,0,0.83,1,511,30,21
2075,CBS05-2021-1-N,CBS05,2021-1,4,O,12,0.67,27,-0.593,1,0.89,1,153,30,11
2096,CIB02-2021-1-N,CIB02,2021-1,3,E,86,0.72,6,2.833,1,1.0,3,511,30,23
2132,CIB45-2021-1-M,CIB45,2021-1,4,O,48,0.7,26,-0.308,1,0.73,3,59,30,18
2141,CIB46-2021-1-N,CIB46,2021-1,4,O,73,0.7,10,0.5,1,1.0,2,26,30,15
2038,EE306-2021-1-O,EE306,2021-1,3,O,18,0.61,35,-0.286,1,0.6,3,387,30,25
2058,EE320-2021-1-P,EE320,2021-1,5,O,59,0.7,25,0.36,2,0.8,1,297,30,34
2061,EE410-2021-1-N,EE410,2021-1,4,O,75,0.69,25,0.44,1,0.92,2,297,30,36
2080,EE428-2021-1-Q,EE428,2021-1,1,O,87,0.66,27,-0.556,1,0.89,2,153,10,12
2086,EE430-2021-1-O,EE430,2021-1,4,O,62,0.7,34,-0.235,1,0.91,3,107,30,26
2102,EE458-2021-1-Q,EE458,2021-1,1,O,78,0.69,34,-0.235,1,0.82,1,107,10,26
2125,EE468-2021-1-M,EE468,2021-1,4,E,32,0.69,5,2.2,0,0.8,2,511,30,16
2129,EE498-2021-1-P,EE498,2021-1,1,O,22,0.74,23,0.0,1,0.83,3,99,10,23
2149,EE508-2021-1-M,EE508,2021-1,3,E,48,0.7,7,1.286,0,0.86,3,511,30,16
2087,EE522-2021-1-M,EE522,2021-1,4,O,25,0.71,27,-0.593,2,0.81,2,153,30,11
2114,EE530-2021-1-N,EE530,2021-1,4,O,,0.75,23,0.304,1,0.87,2,99,10,30
2104,EE588-2021-1-N,EE588,2021-1,4,O,13,0.61,34,-0.206,1,0.71,2,107,30,27
2118,EE590-2021-1-N,EE590,2021-1,4,O,11,0.72,23,-0.043,2,0.96,2,99,10,22
2130,EE592-2021-1-M,EE592,2021-1,4,O,49,0.7,23,0.087,1,0.83,2,99,30,25
2150,EE593-2021-1-M,EE593,2021-1,4,E,49,0.7,11,0.364,0,0.91,3,511,30,15
2151,EE596-2021-1-M,EE596,2021-1,3,E,88,0.72,8,1.75,0,0.88,3,511,30,22
2152,EE598-2021-1-M,EE598,2021-1,3,E,36,0.7,11,0.636,0,0.82,3,511,30,18
2108,EE604-2021-1-O,EE604,2021-1,3,O,58,0.69,34,-0.147,1,0.82,1,107,30,29
2154,EE658-2021-1-N,EE658,2021-1,3,E,2,0.74,12,0.75,0,0.92,2,511,30,21
2146,EE712-2021-1-N,EE712,2021-1,3,O,57,0.66,10,0.8,1,1.0,3,26,30,18
2156,IP101-2021-1-N,IP101,2021-1,1,E,33,0.68,12,0.75,0,0.67,2,511,30,21
2091,TLN01-2021-1-M,TLN01,2021-1,5,O,26,0.7,27,-0.704,1,0.78,2,153,30,8
2110,TLN02-2021-1-M,TLN02,2021-1,4,O,21,0.68,34,-0.324,1,0.82,2,107,30,23
2157,TLN04-2021-1-M,TLN04,2021-1,3,E,,0.75,12,0.167,0,0.92,1,511,30,14
2158,TLN05-2021-1-M,TLN05,2021-1,3,E,77,0.69,9,1.333,0,0.89,3,511,30,21
2159,TLN06-2021-1-M,TLN06,2021-1,3,E,60,0.73,9,1.889,0,1.0,3,511,30,26
2160,TLN07-2021-1-M,TLN07,2021-1,3,E,14,0.71,7,2.143,0,1.0,2,511,30,22
2093,TLR01-2021-1-M,TLR01,2021-1,4,O,24,0.73,27,-0.593,1,0.96,1,153,30,11
2111,TLR02-2021-1-M,TLR02,2021-1,4,O,35,0.72,34,-0.147,1,0.85,2,107,30,29
2119,TLR03-2021-1-M,TLR03,2021-1,3,O,48,0.7,23,-0.043,1,1.0,2,99,30,22
2138,TLR04-2021-1-N,TLR04,2021-1,3,O,42,0.69,26,-0.269,1,0.73,3,59,30,19
2139,TLR05-2021-1-M,TLR05,2021-1,3,O,89,0.67,26,-0.308,1,0.85,2,59,30,18
2161,TLR06-2021-1-M,TLR06,2021-1,4,E,42,0.69,7,1.143,0,0.71,3,511,30,15
1824,BEF01-2021-2-M,BEF01,2021-2,2,O,,0.75,40,-0.625,0,0.78,2,297,30,15
1799,BEG01-2021-2-M,BEG01,2021-2,3,O,,0.75,18,1.444,0,0.94,2,387,30,44
1908,BEG06-2021-2-Q,BEG06,2021-2,3,O,82,0.71,31,0.097,1,0.89,2,99,30,34
1731,BFI01-2021-2-N,BFI01,2021-2,5,O,64,0.67,40,-0.225,0,0.83,1,511,30,31
1806,BFI03-2021-2-P,BFI03,2021-2,5,O,3,0.7,20,0.75,2,0.85,1,387,30,35
1768,BFI05-2021-2-P,BFI05,2021-2,4,O,17,0.71,27,-0.222,1,0.93,1,454,30,21
1741,BIC01-2021-2-P,BIC01,2021-2,2,O,76,0.7,42,-0.405,0,0.89,2,511,30,25
1749,BMA01-2021-2-S,BMA01,2021-2,5,O,19,0.69,39,-0.256,0,0.89,1,511,30,29
1769,BMA02-2021-2-M,BMA02,2021-2,5,O,61,0.67,35,-0.286,1,0.79,1,454,30,25
1755,BMA03-2021-2-R,BMA03,2021-2,4,O,8,0.68,42,-0.214,0,0.8,1,511,30,33
1807,BMA05-2021-2-M,BMA05,2021-2,5,O,15,0.73,16,1.312,1,0.94,2,387,30,37
1830,BMA07-2021-2-O,BMA07,2021-2,4,O,85,0.66,41,-0.683,1,0.8,2,297,30,13
1779,BMA09-2021-2-R,BMA09,2021-2,3,O,39,0.69,31,-0.387,1,0.92,1,454,30,19
1811,BMA10-2021-2-M,BMA10,2021-2,3,O,29,0.71,17,1.529,2,0.96,2,387,30,43
1817,BMA15-2021-2-P,BMA15,2021-2,3,O,46,0.69,22,0.909,1,0.81,3,387,30,42
1836,BMA18-2021-2-P,BMA18,2021-2,3,O,41,0.67,38,-0.737,2,0.84,2,297,30,10
1851,BMA20-2021-2-O,BMA20,2021-2,3,E,38,0.71,16,0.312,1,0.82,3,511,30,21
1854,BMA22-2021-2-N,BMA22,2021-2,4,O,47,0.71,11,1.909,2,0.89,1,153,30,32
1931,BMT01-2021-2-M,BMT01,2021-2,2,E,33,0.68,23,-0.043,0,0.83,2,511,30,22
1784,BQU01-2021-2-M,BQU01,2021-2,5,O,74,0.72,36,-0.5,0,0.88,1,454,30,18
1790,BRC01-2021-2-N,BRC01,2021-2,2,O,44,0.68,34,-0.471,0,0.89,2,454,30,18
1761,BRN01-2021-2-P,BRN01,2021-2,3,O,5,0.68,38,-0.263,0,0.91,1,511,30,28
1856,CBG01-2021-2-M,CBG01,2021-2,4,E,21,0.68,19,-0.053,0,0.9,3,511,30,18
1796,CBN01-2021-2-P,CBN01,2021-2,4,O,26,0.7,41,-0.732,1,0.83,1,297,30,11
1878,CBN03-2021-2-M,CBN03,2021-2,4,E,83,0.69,18,0.167,0,0.77,3,511,30,21
1896,CBN06-2021-2-M,CBN06,2021-2,4,E,56,0.67,21,-0.143,0,0.9,2,511,30,18
1764,CBS01-2021-2-Q,CBS01,2021-2,3,O,83,0.69,40,-0.275,0,0.88,2,511,30,29
1798,CBS02-2021-2-N,CBS02,2021-2,3,O,70,0.69,29,-0.103,2,0.82,2,454,30,26
1838,CBS03-2021-2-N,CBS03,2021-2,4,E,46,0.69,21,0.0,0,0.93,3,511,30,21
1858,CBS05-2021-2-M,CBS05,2021-2,4,O,12,0.67,11,2.455,1,0.89,1,153,30,38
1880,CIB02-2021-2-N,CIB02,2021-2,3,E,86,0.72,23,-0.13,1,0.9,3,511,30,20
1918,CIB45-2021-2-O,CIB45,2021-2,4,O,89,0.67,18,0.333,1,0.77,2,59,30,24
1924,CIB46-2021-2-M,CIB46,2021-2,4,O,48,0.7,15,0.2,1,0.96,3,26,30,18
1820,EE306-2021-2-M,EE306,2021-2,3,O,18,0.61,25,0.64,1,0.72,3,387,30,41
1840,EE320-2021-2-N,EE320,2021-2,5,O,87,0.66,34,-0.529,2,0.86,2,297,30,16
1844,EE410-2021-2-M,EE410,2021-2,4,O,19,0.69,36,-0.639,1,0.89,2,297,30,13
1864,EE428-2021-2-Q,EE428,2021-2,1,O,87,0.66,12,1.75,1,0.87,2,153,10,33
1869,EE430-2021-2-N,EE430,2021-2,4,O,35,0.72,26,-0.769,1,0.92,3,107,30,6
1882,EE458-2021-2-M,EE458,2021-2,1,O,1,0.65,26,-0.808,1,0.85,1,107,10,5
1909,EE468-2021-2-M,EE468,2021-2,4,E,32,0.69,16,0.188,0,0.86,2,511,30,19
1910,EE498-2021-2-M,EE498,2021-2,1,O,34,0.7,23,0.13,1,0.89,3,99,10,26
1933,EE508-2021-2-M,EE508,2021-2,3,E,48,0.7,16,0.562,0,0.83,3,511,30,25
1871,EE522-2021-2-M,EE522,2021-2,4,O,25,0.71,11,2.091,2,0.84,2,153,30,34
1898,EE530-2021-2-N,EE530,2021-2,4,O,,0.75,30,0.0,1,0.75,2,99,10,30
1889,EE588-2021-2-O,EE588,2021-2,4,O,25,0.71,27,-0.778,1,0.74,2,107,30,6
1901,EE590-2021-2-M,EE590,2021-2,4,O,11,0.72,22,-0.045,2,0.84,1,99,30,21
1915,EE592-2021-2-N,EE592,2021-2,4,O,49,0.7,25,-0.04,1,0.83,3,99,30,24
1934,EE593-2021-2-M,EE593,2021-2,4,E,49,0.7,15,0.4,0,0.96,3,511,30,21
1935,EE596-2021-2-M,EE596,2021-2,3,E,88,0.72,22,0.182,0,0.8,3,511,30,26
1936,EE598-2021-2-M,EE598,2021-2,3,E,36,0.7,18,0.444,0,0.83,3,511,30,26
1890,EE604-2021-2-M,EE604,2021-2,3,O,10,0.69,29,-0.793,1,0.86,2,107,30,6
1938,EE658-2021-2-N,EE658,2021-2,3,E,2,0.74,21,-0.143,0,0.97,2,511,30,18
1930,EE712-2021-2-N,EE712,2021-2,3,O,57,0.66,18,0.056,1,0.89,3,26,30,19
1939,IP101-2021-2-M,IP101,2021-2,1,E,33,0.68,21,0.0,0,0.73,1,511,30,21
1876,TLN01-2021-2-N,TLN01,2021-2,5,O,7,0.69,8,3.5,1,0.8,2,153,30,36
1894,TLN02-2021-2-M,TLN02,2021-2,4,O,21,0.68,23,-0.826,1,0.86,2,107,30,4
1941,TLN04-2021-2-M,TLN04,2021-2,3,E,,0.75,14,0.643,0,0.88,1,511,30,23
1942,TLN05-2021-2-M,TLN05,2021-2,3,E,77,0.69,21,0.429,0,0.97,3,511,30,30
1943,TLN06-2021-2-M,TLN06,2021-2,3,E,60,0.73,26,-0.154,0,0.89,3,511,30,22
1944,TLN07-2021-2-M,TLN07,2021-2,3,E,14,0.71,22,0.273,0,0.86,2,511,30,28
1877,TLR01-2021-2-M,TLR01,2021-2,4,O,24,0.73,11,2.0,1,0.92,1,153,30,33
1895,TLR02-2021-2-M,TLR02,2021-2,4,O,35,0.72,29,-0.724,1,0.84,2,107,30,8
1903,TLR03-2021-2-M,TLR03,2021-2,3,O,48,0.7,22,0.091,1,0.87,2,99,30,24
1922,TLR04-2021-2-N,TLR04,2021-2,3,O,42,0.69,19,0.105,1,0.8,3,59,30,21
1923,TLR05-2021-2-M,TLR05,2021-2,3,O,89,0.67,18,0.222,1,0.84,2,59,30,22
1945,TLR06-2021-2-M,TLR06,2021-2,4,E,42,0.69,15,0.4,0,0.77,3,511,30,21
1609,BEF01-2022-1-N,BEF01,2022-1,2,O,,0.75,15,2.133,0,0.82,1,297,30,47
1583,BEG01-2022-1-M,BEG01,2022-1,3,O,,0.75,44,-0.795,0,0.94,2,387,30,9
1690,BEG06-2022-1-O,BEG06,2022-1,3,O,57,0.66,34,-0.794,1,0.91,3,99,30,7
1519,BFI01-2022-1-R,BFI01,2022-1,5,O,40,0.72,31,0.355,0,0.83,3,511,30,42
1587,BFI03-2022-1-M,BFI03,2022-1,5,O,17,0.71,35,-0.543,2,0.87,1,387,30,16
1552,BFI05-2022-1-P,BFI05,2022-1,4,O,17,0.71,21,0.286,1,0.92,1,454,30,27
1526,BIC01-2022-1-Q,BIC01,2022-1,2,O,76,0.7,25,0.56,0,0.89,2,511,30,39
1533,BMA01-2022-1-S,BMA01,2022-1,5,O,19,0.69,29,0.379,0,0.88,1,511,30,40
1555,BMA02-2022-1-O,BMA02,2022-1,5,O,80,0.64,25,0.12,1,0.82,1,454,30,28
1534,BMA03-2022-1-M,BMA03,2022-1,4,O,80,0.64,33,0.242,0,0.81,1,511,30,41
1592,BMA05-2022-1-N,BMA05,2022-1,5,O,90,0.69,37,-0.595,1,0.94,2,387,30,15
1614,BMA07-2022-1-O,BMA07,2022-1,4,O,85,0.66,13,2.769,1,0.8,2,297,30,49
1560,BMA09-2022-1-O,BMA09,2022-1,3,O,55,0.7,19,0.684,1,0.87,1,454,30,32
1595,BMA10-2022-1-M,BMA10,2022-1,3,O,29,0.71,43,-0.721,2,0.91,2,387,30,12
1602,BMA15-2022-1-Q,BMA15,2022-1,3,O,46,0.69,42,-0.69,1,0.84,3,387,30,13
1618,BMA18-2022-1-N,BMA18,2022-1,3,O,43,0.61,10,3.4,2,0.84,2,297,30,44
1635,BMA20-2022-1-O,BMA20,2022-1,3,E,38,0.71,21,-0.238,1,0.88,3,511,30,16
1639,BMA22-2022-1-O,BMA22,2022-1,4,O,50,0.75,32,-0.719,2,0.86,1,153,30,9
1715,BMT01-2022-1-M,BMT01,2022-1,2,E,33,0.68,22,0.091,0,0.84,2,511,30,24
1569,BQU01-2022-1-N,BQU01,2022-1,5,O,53,0.71,18,0.5,0,0.89,1,454,30,27
1573,BRC01-2022-1-M,BRC01,2022-1,2,O,44,0.68,18,0.611,0,0.88,2,454,30,29
1544,BRN01-2022-1-O,BRN01,2022-1,3,O,5,0.68,28,0.536,0,0.87,2,511,30,43
1641,CBG01-2022-1-N,CBG01,2022-1,4,E,21,0.68,18,0.333,0,0.91,3,511,30,24
1577,CBN01-2022-1-M,CBN01,2022-1,4,O,7,0.69,11,2.818,1,0.83,1,297,30,42
1662,CBN03-2022-1-M,CBN03,2022-1,4,E,83,0.69,21,0.048,0,0.83,3,511,30,22
1680,CBN06-2022-1-M,CBN06,2022-1,4,E,56,0.67,18,0.222,0,0.9,2,511,30,22
1547,CBS01-2022-1-P,CBS01,2022-1,3,O,31,0.69,29,0.379,0,0.87,2,511,30,40
1582,CBS02-2022-1-N,CBS02,2022-1,3,O,70,0.69,26,0.154,2,0.82,2,454,30,30
1621,CBS03-2022-1-M,CBS03,2022-1,4,E,83,0.69,21,0.048,0,0.88,1,511,30,22
1642,CBS05-2022-1-M,CBS05,2022-1,4,O,12,0.67,38,-0.816,1,0.87,1,153,30,7
1664,CIB02-2022-1-N,CIB02,2022-1,3,E,86,0.72,20,0.25,1,0.9,3,511,30,25
1704,CIB45-2022-1-R,CIB45,2022-1,4,O,27,0.63,24,0.167,1,0.79,3,59,30,28
1708,CIB46-2022-1-M,CIB46,2022-1,4,O,48,0.7,18,0.0,1,0.86,3,26,30,18
1605,EE306-2022-1-N,EE306,2022-1,3,O,18,0.61,41,-0.561,1,0.73,1,387,30,18
1624,EE320-2022-1-N,EE320,2022-1,5,O,87,0.66,16,1.188,2,0.85,2,297,30,35
1630,EE410-2022-1-O,EE410,2022-1,4,O,6,0.6,13,1.769,1,0.91,2,297,30,36
1646,EE428-2022-1-O,EE428,2022-1,1,O,78,0.69,33,-0.788,1,0.86,1,153,10,7
1652,EE430-2022-1-M,EE430,2022-1,4,O,,0.75,6,4.167,1,0.92,3,107,30,31
1666,EE458-2022-1-M,EE458,2022-1,1,O,1,0.65,5,5.4,1,0.85,1,107,10,32
1693,EE468-2022-1-M,EE468,2022-1,4,E,32,0.69,19,0.579,0,0.88,2,511,30,30
1696,EE498-2022-1-O,EE498,2022-1,1,O,34,0.7,26,-0.769,1,0.92,2,99,10,6
1717,EE508-2022-1-M,EE508,2022-1,3,E,48,0.7,25,-0.16,0,0.88,3,511,30,21
1655,EE522-2022-1-M,EE522,2022-1,4,O,25,0.71,34,-0.882,2,0.86,2,153,30,4
1682,EE530-2022-1-N,EE530,2022-1,4,O,,0.75,30,-0.7,1,0.75,2,99,10,9
1673,EE588-2022-1-O,EE588,2022-1,4,O,25,0.71,6,4.833,1,0.76,2,107,30,35
1686,EE590-2022-1-N,EE590,2022-1,4,O,11,0.72,21,-0.762,2,0.88,2,99,10,5
1698,EE592-2022-1-M,EE592,2022-1,4,O,49,0.7,24,-0.75,1,0.88,2,99,30,6
1718,EE593-2022-1-M,EE593,2022-1,4,E,49,0.7,21,0.333,0,0.89,3,511,30,28
1719,EE596-2022-1-M,EE596,2022-1,3,E,88,0.72,26,0.038,0,0.89,3,511,30,27
1720,EE598-2022-1-M,EE598,2022-1,3,E,36,0.7,26,-0.269,0,0.89,3,511,30,19
1676,EE604-2022-1-O,EE604,2022-1,3,O,58,0.69,6,4.833,1,0.87,1,107,30,35
1722,EE658-2022-1-N,EE658,2022-1,3,E,2,0.74,18,0.278,0,0.94,2,511,30,23
1714,EE712-2022-1-N,EE712,2022-1,3,O,57,0.66,19,-0.211,1,0.87,3,26,30,15
